date,tygiausd_grey_buy,tygiausd_grey_sell,tygiausd_sbv_central,tygiausd_vcb_buy,tygiausd_vcb_sell,tygiachoden_buy,tygiachoden_sell,chogia_buy,chogia_sell,vietnambiz_buy,vietnambiz_sell,binance_p2p_buy,binance_p2p_sell,coingecko_usdt_vnd,official_usd_vnd,grey_premium_pct,updated_at,source_notes
2026-02-19,,,,,,,,,,,,,,25961.96,,,2026-03-24T16:49:01.546448,
2026-02-20,,,,,,,,,,,,,,25962.04,,,2026-03-24T16:49:01.548524,
2026-02-21,,,,,,,,,,,,,,25959.89,,,2026-03-24T16:49:01.550532,
2026-02-22,,,,,,,,,,,,,,25964.07,,,2026-03-24T16:49:01.552538,
2026-02-23,,,,,,,,26829.0,26709.0,,,,,25960.66,,,2026-03-24T16:49:08.185114,
2026-02-24,,,,,,,,26858.0,26738.0,,,,,26095.51,,,2026-03-24T16:49:08.191772,
2026-02-25,,,,,,,,26786.0,26666.0,,,,,26196.69,,,2026-03-24T16:49:08.193956,
2026-02-26,,,,,,,,26527.0,26407.0,,,,,26104.3,,,2026-03-24T16:49:08.196066,
2026-02-27,,,,,,,,26570.0,26450.0,,,,,26076.88,,,2026-03-24T16:49:08.198274,
2026-02-28,,,,,,,,26550.0,26430.0,,,,,26045.99,,,2026-03-24T16:49:08.200789,
2026-03-01,,,,,,,,26550.0,26430.0,,,,,26054.24,,,2026-03-24T16:49:08.203109,
2026-03-02,,,,,,,,26693.0,26573.0,,,,,26046.33,,,2026-03-24T16:49:08.205430,
2026-03-03,,,,,,,,26777.0,26657.0,,,,,26165.25,,,2026-03-24T16:49:08.207658,
2026-03-04,,,,,,,,26854.0,26734.0,,,,,26199.55,,,2026-03-24T16:49:08.209892,
2026-03-05,,,,,,,,26864.0,26744.0,,,,,26173.38,,,2026-03-24T16:49:08.214267,
2026-03-06,,,,,,,,26867.0,26747.0,,,,,26216.61,,,2026-03-24T16:49:08.216606,
2026-03-07,,,,,,,,26828.0,26688.0,,,,,26218.2,,,2026-03-24T16:49:08.218822,
2026-03-08,,,,,,,,26828.0,26688.0,,,,,26218.72,,,2026-03-24T16:49:08.221078,
2026-03-09,,,,,,,,27041.0,26921.0,,,,,26219.75,,,2026-03-24T16:49:08.223294,
2026-03-10,,,,,,,,27064.0,26944.0,,,,,26278.59,,,2026-03-24T16:49:08.225633,
2026-03-11,,,,,,,,26905.0,26785.0,,,,,26233.39,,,2026-03-24T16:49:08.227837,
2026-03-12,,,,,,,,26860.0,26740.0,,,,,26254.97,,,2026-03-24T16:49:08.230171,
2026-03-13,,,,,,,,27011.0,26891.0,,,,,26273.1,,,2026-03-24T16:49:08.232427,
2026-03-14,,,,,,,,27051.0,26911.0,,,,,26297.41,,,2026-03-24T16:49:08.234744,
2026-03-15,,,,,,,,27051.0,26911.0,,,,,26298.77,,,2026-03-24T16:49:08.236977,
2026-03-16,,,,,,,,27112.0,26992.0,,,,,26297.93,,,2026-03-24T16:49:08.238976,
2026-03-17,,,,,,,,26993.0,26873.0,,,,,26285.52,,,2026-03-24T16:49:08.240902,
2026-03-18,,,,,,,,26814.0,26674.0,,,,,26299.63,,,2026-03-24T16:49:08.242901,
2026-03-19,,,,,,,,27080.0,26940.0,,,,,26312.13,,,2026-03-24T16:49:08.244911,
2026-03-20,,,,,,,,27096.0,26976.0,,,,,26308.35,,,2026-03-24T16:49:08.246888,
2026-03-21,,,,,,,,27307.0,27167.0,,,,,26309.68,,,2026-03-24T16:49:08.248972,
2026-03-22,,,,,,,,27307.0,27167.0,,,,,26307.1,,,2026-03-24T16:49:08.251070,
2026-03-23,,,,,,,,27356.0,27226.0,,,,,26306.03,,,2026-03-24T16:49:08.252953,
2026-03-24,27930.0,27980.0,,,,,,27204.0,27084.0,,,27955.0,27966.0,26349.0,26275.89,6.3903,2026-03-24T16:50:23.746858,
